2026-06-19 23:34:10,405 | DEBUG | app.services.application_service | Company Name: Google
2026-06-19 23:46:27,538 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8391890>
2026-06-19 23:46:27,538 | DEBUG | app.api.applications | Route company_name: Company 6
2026-06-19 23:46:27,556 | DEBUG | app.services.application_service | Company Name: Company 7
2026-06-19 23:46:27,556 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:27,562 | DEBUG | app.services.application_service | company CREATED: ID is 10, name=Company 7
2026-06-19 23:46:27,562 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 10, 'user_id': 2}
2026-06-19 23:46:27,562 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D83832D0>
2026-06-19 23:46:27,562 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:27,562 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D83832D0>
2026-06-19 23:46:27,570 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D82F9C10>
2026-06-19 23:46:27,570 | DEBUG | app.repos.application_repository | company name after refresh: Company 7
2026-06-19 23:46:27,573 | DEBUG | app.services.application_service | Application company ID: 10
2026-06-19 23:46:27,573 | DEBUG | app.services.application_service | Application name attr: Company 7
2026-06-19 23:46:27,573 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D83832D0>
2026-06-19 23:46:27,573 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834CAD0>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 562868, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 10, 'id': 10, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 562868, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 2, 'company': <app.models.company.Company object at 0x00000271D82F9C10>}
2026-06-19 23:46:27,573 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D82F9C10>
2026-06-19 23:46:27,573 | DEBUG | app.api.applications | Route company_name: Company 7
2026-06-19 23:46:27,582 | DEBUG | app.services.application_service | Company Name: Company 8
2026-06-19 23:46:27,589 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:27,593 | DEBUG | app.services.application_service | company CREATED: ID is 11, name=Company 8
2026-06-19 23:46:27,593 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 11, 'user_id': 2}
2026-06-19 23:46:27,593 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8383D50>
2026-06-19 23:46:27,593 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:27,597 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8383D50>
2026-06-19 23:46:27,597 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8392910>
2026-06-19 23:46:27,605 | DEBUG | app.repos.application_repository | company name after refresh: Company 8
2026-06-19 23:46:27,605 | DEBUG | app.services.application_service | Application company ID: 11
2026-06-19 23:46:27,605 | DEBUG | app.services.application_service | Application name attr: Company 8
2026-06-19 23:46:27,605 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D8383D50>
2026-06-19 23:46:27,605 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834ECF0>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 597959, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 11, 'id': 11, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 597959, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 2, 'company': <app.models.company.Company object at 0x00000271D8392910>}
2026-06-19 23:46:27,605 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8392910>
2026-06-19 23:46:27,605 | DEBUG | app.api.applications | Route company_name: Company 8
2026-06-19 23:46:27,621 | DEBUG | app.services.application_service | Company Name: Company 9
2026-06-19 23:46:27,621 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:27,621 | DEBUG | app.services.application_service | company CREATED: ID is 12, name=Company 9
2026-06-19 23:46:27,621 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 12, 'user_id': 2}
2026-06-19 23:46:27,621 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8392B90>
2026-06-19 23:46:27,621 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:27,621 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8392B90>
2026-06-19 23:46:27,637 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8391350>
2026-06-19 23:46:27,638 | DEBUG | app.repos.application_repository | company name after refresh: Company 9
2026-06-19 23:46:27,638 | DEBUG | app.services.application_service | Application company ID: 12
2026-06-19 23:46:27,638 | DEBUG | app.services.application_service | Application name attr: Company 9
2026-06-19 23:46:27,638 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D8392B90>
2026-06-19 23:46:27,638 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834EE10>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 621742, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 12, 'id': 12, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 621742, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 2, 'company': <app.models.company.Company object at 0x00000271D8391350>}
2026-06-19 23:46:27,638 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8391350>
2026-06-19 23:46:27,638 | DEBUG | app.api.applications | Route company_name: Company 9
2026-06-19 23:46:27,654 | DEBUG | app.services.application_service | Company Name: Company 10
2026-06-19 23:46:27,654 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:27,659 | DEBUG | app.services.application_service | company CREATED: ID is 13, name=Company 10
2026-06-19 23:46:27,659 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 13, 'user_id': 2}
2026-06-19 23:46:27,659 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8443550>
2026-06-19 23:46:27,659 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:27,662 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8443550>
2026-06-19 23:46:27,662 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8430910>
2026-06-19 23:46:27,662 | DEBUG | app.repos.application_repository | company name after refresh: Company 10
2026-06-19 23:46:27,662 | DEBUG | app.services.application_service | Application company ID: 13
2026-06-19 23:46:27,662 | DEBUG | app.services.application_service | Application name attr: Company 10
2026-06-19 23:46:27,670 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D8443550>
2026-06-19 23:46:27,670 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834F1D0>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 662325, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 13, 'id': 13, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 662325, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 2, 'company': <app.models.company.Company object at 0x00000271D8430910>}
2026-06-19 23:46:27,670 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8430910>
2026-06-19 23:46:27,670 | DEBUG | app.api.applications | Route company_name: Company 10
2026-06-19 23:46:27,678 | DEBUG | app.services.application_service | Company Name: Company 11
2026-06-19 23:46:27,687 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:27,687 | DEBUG | app.services.application_service | company CREATED: ID is 14, name=Company 11
2026-06-19 23:46:27,687 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 14, 'user_id': 2}
2026-06-19 23:46:27,687 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8433490>
2026-06-19 23:46:27,687 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:27,687 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8433490>
2026-06-19 23:46:27,687 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8392910>
2026-06-19 23:46:27,687 | DEBUG | app.repos.application_repository | company name after refresh: Company 11
2026-06-19 23:46:27,687 | DEBUG | app.services.application_service | Application company ID: 14
2026-06-19 23:46:27,687 | DEBUG | app.services.application_service | Application name attr: Company 11
2026-06-19 23:46:27,687 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D8433490>
2026-06-19 23:46:27,687 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834F3B0>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 687169, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 14, 'id': 14, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 687169, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 2, 'company': <app.models.company.Company object at 0x00000271D8392910>}
2026-06-19 23:46:27,687 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8392910>
2026-06-19 23:46:27,702 | DEBUG | app.api.applications | Route company_name: Company 11
2026-06-19 23:46:27,713 | DEBUG | app.services.application_service | Company Name: Company 12
2026-06-19 23:46:27,718 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:27,724 | DEBUG | app.services.application_service | company CREATED: ID is 15, name=Company 12
2026-06-19 23:46:27,724 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 15, 'user_id': 2}
2026-06-19 23:46:27,724 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8441390>
2026-06-19 23:46:27,724 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:27,724 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8441390>
2026-06-19 23:46:27,724 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8430E10>
2026-06-19 23:46:27,734 | DEBUG | app.repos.application_repository | company name after refresh: Company 12
2026-06-19 23:46:27,734 | DEBUG | app.services.application_service | Application company ID: 15
2026-06-19 23:46:27,734 | DEBUG | app.services.application_service | Application name attr: Company 12
2026-06-19 23:46:27,734 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D8441390>
2026-06-19 23:46:27,734 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834F230>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 724846, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 15, 'id': 15, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 724846, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 2, 'company': <app.models.company.Company object at 0x00000271D8430E10>}
2026-06-19 23:46:27,734 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8430E10>
2026-06-19 23:46:27,734 | DEBUG | app.api.applications | Route company_name: Company 12
2026-06-19 23:46:27,750 | DEBUG | app.services.application_service | Company Name: Company 13
2026-06-19 23:46:27,750 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:27,750 | DEBUG | app.services.application_service | company CREATED: ID is 16, name=Company 13
2026-06-19 23:46:27,750 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 16, 'user_id': 2}
2026-06-19 23:46:27,758 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D83755D0>
2026-06-19 23:46:27,758 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:27,758 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D83755D0>
2026-06-19 23:46:27,767 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8376050>
2026-06-19 23:46:27,767 | DEBUG | app.repos.application_repository | company name after refresh: Company 13
2026-06-19 23:46:27,767 | DEBUG | app.services.application_service | Application company ID: 16
2026-06-19 23:46:27,767 | DEBUG | app.services.application_service | Application name attr: Company 13
2026-06-19 23:46:27,767 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D83755D0>
2026-06-19 23:46:27,767 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834F6B0>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 758916, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 16, 'id': 16, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 758916, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 2, 'company': <app.models.company.Company object at 0x00000271D8376050>}
2026-06-19 23:46:27,767 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8376050>
2026-06-19 23:46:27,767 | DEBUG | app.api.applications | Route company_name: Company 13
2026-06-19 23:46:27,782 | DEBUG | app.services.application_service | Company Name: Company 14
2026-06-19 23:46:27,782 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:27,782 | DEBUG | app.services.application_service | company CREATED: ID is 17, name=Company 14
2026-06-19 23:46:27,782 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 17, 'user_id': 2}
2026-06-19 23:46:27,782 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8392C10>
2026-06-19 23:46:27,782 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:27,782 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8392C10>
2026-06-19 23:46:27,798 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8390090>
2026-06-19 23:46:27,798 | DEBUG | app.repos.application_repository | company name after refresh: Company 14
2026-06-19 23:46:27,798 | DEBUG | app.services.application_service | Application company ID: 17
2026-06-19 23:46:27,798 | DEBUG | app.services.application_service | Application name attr: Company 14
2026-06-19 23:46:27,798 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D8392C10>
2026-06-19 23:46:27,798 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834F770>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 782930, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 17, 'id': 17, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 27, 782930, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 2, 'company': <app.models.company.Company object at 0x00000271D8390090>}
2026-06-19 23:46:27,798 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8390090>
2026-06-19 23:46:27,798 | DEBUG | app.api.applications | Route company_name: Company 14
2026-06-19 23:46:28,556 | DEBUG | app.services.application_service | Company Name: Company 0
2026-06-19 23:46:28,556 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:28,563 | DEBUG | app.services.application_service | company CREATED: ID is 18, name=Company 0
2026-06-19 23:46:28,563 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 18, 'user_id': 3}
2026-06-19 23:46:28,563 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8383F90>
2026-06-19 23:46:28,563 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:28,563 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8383F90>
2026-06-19 23:46:28,563 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8464790>
2026-06-19 23:46:28,563 | DEBUG | app.repos.application_repository | company name after refresh: Company 0
2026-06-19 23:46:28,563 | DEBUG | app.services.application_service | Application company ID: 18
2026-06-19 23:46:28,563 | DEBUG | app.services.application_service | Application name attr: Company 0
2026-06-19 23:46:28,563 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D8383F90>
2026-06-19 23:46:28,563 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D8267350>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 28, 563016, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 18, 'id': 18, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 28, 563016, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 3, 'company': <app.models.company.Company object at 0x00000271D8464790>}
2026-06-19 23:46:28,563 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8464790>
2026-06-19 23:46:28,563 | DEBUG | app.api.applications | Route company_name: Company 0
2026-06-19 23:46:28,588 | DEBUG | app.services.application_service | Company Name: Company 1
2026-06-19 23:46:28,591 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:28,596 | DEBUG | app.services.application_service | company CREATED: ID is 19, name=Company 1
2026-06-19 23:46:28,596 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 19, 'user_id': 3}
2026-06-19 23:46:28,596 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D79ABED0>
2026-06-19 23:46:28,596 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:28,603 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D79ABED0>
2026-06-19 23:46:28,603 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8467B90>
2026-06-19 23:46:28,603 | DEBUG | app.repos.application_repository | company name after refresh: Company 1
2026-06-19 23:46:28,603 | DEBUG | app.services.application_service | Application company ID: 19
2026-06-19 23:46:28,603 | DEBUG | app.services.application_service | Application name attr: Company 1
2026-06-19 23:46:28,603 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D79ABED0>
2026-06-19 23:46:28,603 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834C110>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 28, 601000, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 19, 'id': 19, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 28, 601000, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 3, 'company': <app.models.company.Company object at 0x00000271D8467B90>}
2026-06-19 23:46:28,603 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D8467B90>
2026-06-19 23:46:28,603 | DEBUG | app.api.applications | Route company_name: Company 1
2026-06-19 23:46:28,619 | DEBUG | app.services.application_service | Company Name: Company 2
2026-06-19 23:46:28,619 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:28,628 | DEBUG | app.services.application_service | company CREATED: ID is 20, name=Company 2
2026-06-19 23:46:28,628 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 20, 'user_id': 3}
2026-06-19 23:46:28,628 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8391210>
2026-06-19 23:46:28,628 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:28,635 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8391210>
2026-06-19 23:46:28,635 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D83919D0>
2026-06-19 23:46:28,635 | DEBUG | app.repos.application_repository | company name after refresh: Company 2
2026-06-19 23:46:28,635 | DEBUG | app.services.application_service | Application company ID: 20
2026-06-19 23:46:28,635 | DEBUG | app.services.application_service | Application name attr: Company 2
2026-06-19 23:46:28,635 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D8391210>
2026-06-19 23:46:28,635 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834E210>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 28, 628323, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 20, 'id': 20, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 28, 628323, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 3, 'company': <app.models.company.Company object at 0x00000271D83919D0>}
2026-06-19 23:46:28,635 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D83919D0>
2026-06-19 23:46:28,635 | DEBUG | app.api.applications | Route company_name: Company 2
2026-06-19 23:46:28,643 | DEBUG | app.services.application_service | Company Name: Company 3
2026-06-19 23:46:28,643 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:28,658 | DEBUG | app.services.application_service | company CREATED: ID is 21, name=Company 3
2026-06-19 23:46:28,658 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 21, 'user_id': 3}
2026-06-19 23:46:28,661 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8383E90>
2026-06-19 23:46:28,661 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:28,667 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8383E90>
2026-06-19 23:46:28,669 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D83936D0>
2026-06-19 23:46:28,669 | DEBUG | app.repos.application_repository | company name after refresh: Company 3
2026-06-19 23:46:28,669 | DEBUG | app.services.application_service | Application company ID: 21
2026-06-19 23:46:28,669 | DEBUG | app.services.application_service | Application name attr: Company 3
2026-06-19 23:46:28,669 | DEBUG | app.api.applications | Route result: <app.models.application.Application object at 0x00000271D8383E90>
2026-06-19 23:46:28,669 | DEBUG | app.api.applications | Route result dictionary: {'_sa_instance_state': <sqlalchemy.orm.state.InstanceState object at 0x00000271D834C470>, 'status': <ApplicationStatus.APPLIED: 'applied'>, 'created_at': datetime.datetime(2026, 6, 19, 21, 46, 28, 661005, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'deadline': None, 'notes': None, 'company_id': 21, 'id': 21, 'role': 'Developer', 'location': None, 'job_url': None, 'updated_at': datetime.datetime(2026, 6, 19, 21, 46, 28, 661005, tzinfo=zoneinfo.ZoneInfo(key='Africa/Johannesburg')), 'follow_up_date': None, 'user_id': 3, 'company': <app.models.company.Company object at 0x00000271D83936D0>}
2026-06-19 23:46:28,669 | DEBUG | app.api.applications | Route company: <app.models.company.Company object at 0x00000271D83936D0>
2026-06-19 23:46:28,671 | DEBUG | app.api.applications | Route company_name: Company 3
2026-06-19 23:46:28,683 | DEBUG | app.services.application_service | Company Name: Company 4
2026-06-19 23:46:28,683 | DEBUG | app.services.application_service | Company Found: None
2026-06-19 23:46:28,692 | DEBUG | app.services.application_service | company CREATED: ID is 22, name=Company 4
2026-06-19 23:46:28,692 | DEBUG | app.services.application_service | FINAL APPLICATION DATA: {'role': 'Developer', 'status': <ApplicationStatus.APPLIED: 'applied'>, 'location': None, 'job_url': None, 'notes': None, 'company_id': 22, 'user_id': 3}
2026-06-19 23:46:28,692 | DEBUG | app.repos.application_repository | Repository application before add: <app.models.application.Application object at 0x00000271D8433ED0>
2026-06-19 23:46:28,692 | DEBUG | app.repos.application_repository | has company_name property: False
2026-06-19 23:46:28,699 | DEBUG | app.repos.application_repository | Repository application after refresh: <app.models.application.Application object at 0x00000271D8433ED0>
2026-06-19 23:46:28,699 | DEBUG | app.repos.application_repository | Company relation refresh after refresh: <app.models.company.Company object at 0x00000271D8383B90>
